id,name
269,G46052
270,G46157
271,G46601
272,L65264
273,W82632
274,W81368
275,W83378
276,W83069
277,W83367
278,W85674
279,W81379
280,W80607
281,W87230
282,W80616
283,W83778
284,W80722
285,W83063
286,W81396
287,W87300
288,W80848
289,W83068
290,W81409
291,W86920
292,W80618
293,W83074
294,W81424
295,W83376
296,W86938
297,W83077
298,W84460
299,G48388
300,W85635
301,W86755
302,W80568
303,W82643
304,W80173
305,G47974
306,L65063
307,L01981
308,L71815
309,L09489
310,L07629
311,L72165
312,L01989
313,L07337
314,L65872
315,L65477
316,L70601
317,L01715
318,L04593
319,L00677
320,L71471
321,L71261
322,L00693
323,L70069
324,L04171
325,L05469
326,L03763
327,L70075
328,L71807
329,L09009
330,L04685
331,L70615
332,L00685
333,L00709
334,G46299
335,L67921
336,L67923
337,L67925
338,L68123
339,L67927
340,L68125
341,L67929
342,L68127
343,L67932
344,L68130
345,L67934
346,L68132
347,L67937
348,L68135
349,L67939
350,W84572
351,L65866
352,L30003
353,L68970
354,G02189
355,G04012
356,G59489
357,L75129
358,L74639
359,L70645
360,L06559
361,L71487
362,L70081
363,L07517
364,L71271
365,L06565
366,L70665
367,L72309
368,L71253
369,L70635
370,L05475
371,L05495
372,W39500
373,W38678
374,W39470
375,W36812
376,W37476
377,W38121
378,W34793
379,W37755
380,W35254
381,W35252
382,W37895
383,W37753
384,W38127
385,W36814
386,W80003
387,W81066
388,W81075
389,W80000
390,W81908
391,W81080
392,W81911
393,W81924
394,W80005
395,W83582
396,W82383
397,W81928
398,W80006
399,W83584
400,W81934
401,W82385
402,W87046
403,W80007
404,L07347
405,L07303
406,L65676
407,L07277
408,L71991
409,W86068
410,W88009
411,W87002
412,W81236
413,W82055
414,W80182
415,L61758
416,L61771
417,L63516
418,L63524
419,L63519
420,L61761
421,L61776
422,L63522
423,L63530
424,L63525
425,L61781
426,L63528
427,L63538
428,L63531
429,L63544
430,L61787
431,L63535
432,L63547
433,L63539
434,L61793
435,L63551
436,L63542
437,G45831
438,G44834
439,Y60090
440,G46507
441,G45116
442,G45120
443,Y60162
444,G46395
445,G45501
446,G45077
447,G45486
448,G46511
449,G44923
450,G45403
451,Y60207
452,Y60628
453,G45834
454,G45890
455,Y60161
456,Y60096
457,G46756
458,G46479
459,G45496
460,G44928
461,G45079
462,W80048
463,L12212
464,C80083
465,W80402
466,W80832
467,C80261
468,W80049
469,W80404
470,C80084
471,W80405
472,C80171
473,C80173
474,W80051
475,L12273
476,W80407
477,W80052
478,W80408
479,L12403
480,W80008
481,W80572
482,W80543
483,W80054
484,W80413
485,W80411
486,W80835
487,W80545
488,L12277
489,L12213
490,W80058
491,L12274
492,G48390
493,G47978
494,G48420
495,G48361
496,W87203
497,G48393
498,W82851
499,G47950
500,G48408
501,G48364
502,W86894
503,G48423
504,G48395
505,G48366
506,G48396
507,G48368
508,G48398
509,L65274
510,P47532
511,L62128
512,P46495
513,P51623
514,P52329
515,P46500
516,P47671
517,L61604
518,P47996
519,P51696
520,L62127
521,P45668
522,P52483
523,P45487
524,P46244
525,P46263
526,P51629
527,L62124
528,L61606
529,P52332
530,P47546
531,P51793
532,C74099
533,P51563
534,P47528
535,W87562
536,W84877
537,W84878
538,W84881
539,W81904
540,W84879
541,W81918
542,W81439
543,G48350
544,W81450
545,W83087
546,W81465
547,W83096
548,G47957
549,W87009
550,W83101
551,G47959
552,W81495
553,W83110
554,W81844
555,W87241
556,W81517
557,G47971
558,G48598
559,W87192
560,W82053
561,W86968
562,W81234
563,W82647
564,W82653
565,W82654
566,W84591
567,W82659
568,W84596
569,W82660
570,W84599
571,W82666
572,W82667
573,W84603
574,W82675
575,W84608
576,W82676
577,W82684
578,W84613
579,W82685
580,L65466
581,L62067
582,L61768
583,L61773
584,L62649
585,L63040
586,L63947
587,L62523
588,L62662
589,L62631
590,L63952
591,L62674
592,L62641
593,L63961
594,L62555
595,L62687
596,L62655
597,L63968
598,L62700
599,L62560
600,L63978
601,L62669
602,L62712
603,L62563
604,L63984
605,L62680
606,L62566
607,L62726
608,L62693
609,L71279
610,L07295
611,L71523
612,L06575
613,L71293
614,L07317
615,L71545
616,L71305
617,L06583
618,L06571
619,L71567
620,L06989
621,L71315
622,L06595
623,L06579
624,L71587
625,L06605
626,P20012
627,P25359
628,P25237
629,P20729
630,P25335
631,P25247
632,P21000
633,P20958
634,P20262
635,P25265
636,P20797
637,P21001
638,P20421
639,P20990
640,P25248
641,P25267
642,P20014
643,P20264
644,P25336
645,P25337
646,P21060
647,P25239
648,P20425
649,P20587
650,P25249
651,W81531
652,L74767
653,W38878
654,W38794
655,W88622
656,L65073
657,L75311
658,L74433
659,L63994
660,L62735
661,G48407
662,G48392
663,G47951
664,G47953
665,G48409
666,L09509
667,L63930
668,L09513
669,L09909
670,L09519
671,L63937
672,L62569
673,L09913
674,L62572
675,L09521
676,L62576
677,L62583
678,L09917
679,L09921
680,L62587
681,P25409
682,P28580
683,P28019
684,C21004
685,C22348
686,C20936
687,P28586
688,C20102
689,C22449
690,P25619
691,P28026
692,C22638
693,C20070
694,C22327
695,P25416
696,P28592
697,C20219
698,C22347
699,P28033
700,C21005
701,C22350
702,C20045
703,C20937
704,L05437
705,L74475
706,L02145
707,L03771
708,L03305
709,L64833
710,G00093
711,L63092
712,G02193
713,G02191
714,L63067
715,G00047
716,G00129
717,G03045
718,L63102
719,L70087
720,L70685
721,L70203
722,L70095
723,L70653
724,L05529
725,G46162
726,W86969
727,W81237
728,W81040
729,W81238
730,W81239
731,W81240
732,W82936
733,L01987
734,W86777
735,L64000
736,W37893
737,W37478
738,W38301
739,W37757
740,W37901
741,W37899
742,W37481
743,W36601
744,W38303
745,W37759
746,W88733
747,C80085
748,G48429
749,G48432
750,G48604
751,L63520
752,L63526
753,L63532
754,F39231
755,L30719
756,W87210
757,W82924
758,W82649
759,L65061
760,W82700
761,L65679
762,L07359
763,L65681
764,L72005
765,L65684
766,L07373
767,L65479
768,L65686
769,L65482
770,L72019
771,L65689
772,W86757
773,W80414
774,W80837
775,W80547
776,W80417
777,W80553
778,W80062
779,G04318
780,G03227
781,G00696
782,G03905
783,G04017
784,G01462
785,G59019
786,G00720
787,W87212
788,W81041
789,L63077
790,L63113
791,L63087
792,L63124
793,L63097
794,L63136
795,L63107
796,L63148
797,L63119
798,L63160
799,L63172
800,L63130
801,L63142
802,L63184
803,L63196
804,L63154
805,L63166
806,L63208
807,L63220
808,L63178
809,W83369
810,W87848
811,W85697
812,W81393
813,W85732
814,W85684
815,W81400
816,W81404
817,W81413
818,W84891
819,W81417
820,W83381
821,W84892
822,W81426
823,W80043
824,G46036
825,C72733
826,Y69666
827,G47013
828,G46793
829,Y60049
830,N24585
831,G46774
832,Y69733
833,L62139
834,L62152
835,L62504
836,L62163
837,L62517
838,L62175
839,L62134
840,L64647
841,L64755
842,L61608
843,L62123
844,L61611
845,L62120
846,L61614
847,L62118
848,L61617
849,L62117
850,L61620
851,L62113
852,L61623
853,L62110
854,L61626
855,L62108
856,L61629
857,L62104
858,L61632
859,L62101
860,L61635
861,L62099
862,L70707
863,W84467
864,W81241
865,W81243
866,W81362
867,W83075
868,W87432
869,W81244
870,W81246
871,W81363
872,W87434
873,W35781
874,W37471
875,W35790
876,W35665
877,W39850
878,W36618
879,W36610
880,W36429
881,W35481
882,W36016
883,W36423
884,W35489
885,W37102
886,L64591
887,L62145
888,L62187
889,L62157
890,L62197
891,L62169
892,L62209
893,L62181
894,L62219
895,L62192
896,L62231
897,L62509
898,L62203
899,L62241
900,L62214
901,L62252
902,L62225
903,G48369
904,G48400
905,G48370
906,G47955
907,W86067
908,W87568
909,L70625
910,L70101
911,L09525
912,L72235
913,G59520
914,G59532
915,G00710
916,G00006
917,G59545
918,G59562
919,G00519
920,G00722
921,G59030
922,G59589
923,G03899
924,G01253
925,L62707
926,G47980
927,G48609
928,G48437
929,G48619
930,G48441
931,G47985
932,G48450
933,G48638
934,G48461
935,G48650
936,G48473
937,G48662
938,G48485
939,G48672
940,L62262
941,L62236
942,W38125
943,W35258
944,L33862
945,L33573
946,L33579
947,L33207
948,L33055
949,L33786
950,L33407
951,L33212
952,L33794
953,L33418
954,L33391
955,L33072
956,L33087
957,L61763
958,W82701
959,G48995
960,W83049
961,W80721
962,L08107
963,L08141
964,L08155
965,L08171
966,L08183
967,L08195
968,L08205
969,L08217
970,L08231
971,L08249
972,L08257
973,L08261
974,L08265
975,L08269
976,L08273
977,L08277
978,L08281
979,L08285
980,L08289
981,Y42087
982,G46164
983,G46305
984,G46173
985,G46055
986,W81946
987,W82456
988,W77291
989,W83660
990,W82461
991,W85979
992,W86155
993,W83665
994,W82465
995,W82229
996,L70729
997,L62506
998,L05507
999,L05557
1000,L04573
1001,L05589
1002,G48607
1003,L05611
1004,G48439
1005,L05395
1006,L05631
1007,L04575
1008,G59036
1009,G59617
1010,G59047
1011,G59641
1012,G59054
1013,G59666
1014,G59064
1015,G59690
1016,G59070
1017,G59717
1018,G59079
1019,G59742
1020,G59086
1021,L71817
1022,L64236
1023,G47857
1024,G01816
1025,G01817
1026,W80608
1027,L64648
1028,L62247
1029,L33099
1030,L09001
1031,L04589
1032,L03783
1033,L02851
1034,W81042
1035,G46794
1036,G46308
1037,W35248
1038,W38856
1039,W39607
1040,W39370
1041,W81430
1042,W81440
1043,W81445
1044,W83384
1045,W81456
1046,W81460
1047,G03448
1048,G02451
1049,G03453
1050,G03034
1051,G00647
1052,G00064
1053,G03041
1054,G03248
1055,G02195
1056,G00077
1057,G00141
1058,G00649
1059,W38786
1060,W35477
1061,W37099
1062,W35161
1063,W38534
1064,W38760
1065,W83670
1066,W83676
1067,W82476
1068,W83682
1069,W83688
1070,W82488
1071,W83694
1072,W83700
1073,W82499
1074,W83705
1075,W82504
1076,W83715
1077,W82515
1078,W83721
1079,W82521
1080,W83727
1081,W82527
1082,W83733
1083,W82533
1084,W83739
1085,G48416
1086,G48448
1087,G48470
1088,G48482
1089,G48611
1090,W37903
1091,W37906
1092,W38305
1093,W37910
1094,W37912
1095,W38308
1096,W37914
1097,W37916
1098,W37761
1099,W38310
1100,W37920
1101,W37922
1102,W82470
1103,W82482
1104,W82494
1105,L33740
1106,L64210
1107,L62634
1108,L63044
1109,L04569
1110,L05605
1111,W82709
1112,W81248
1113,W87378
1114,W87104
1115,W82231
1116,W82058
1117,W83982
1118,W82060
1119,W84566
1120,W82064
1121,W83985
1122,W82066
1123,W84568
1124,W82069
1125,W83988
1126,W82233
1127,W83990
1128,Y42092
1129,L62719
1130,L62731
1131,L62740
1132,L62748
1133,L62744
1134,L62758
1135,L62754
1136,L62767
1137,L63232
1138,G48202
1139,W80044
1140,L71819
1141,L71967
1142,L05399
1143,W37763
1144,W36819
1145,W36603
1146,W36821
1147,W37483
1148,W36606
1149,W36824
1150,W37486
1151,W36826
1152,W37488
1153,G47987
1154,L75404
1155,G03466
1156,G03460
1157,G03229
1158,G03472
1159,G03483
1160,G03479
1161,G03232
1162,G03489
1163,G03502
1164,G03495
1165,G03511
1166,G03508
1167,G03529
1168,G03526
1169,G03547
1170,G03543
1171,G03565
1172,G03561
1173,G03581
1174,G03577
1175,G03598
1176,C22349
1177,C22352
1178,C22351
1179,C22354
1180,C22353
1181,C22356
1182,C22355
1183,C22358
1184,C22357
1185,C22360
1186,C22359
1187,C22362
1188,C22361
1189,C22364
1190,C22363
1191,C22366
1192,C22365
1193,C22368
1194,C22367
1195,C22370
1196,L30692
1197,F39240
1198,L64570
1199,L30931
1200,L64572
1201,L30859
1202,L30804
1203,L35439
1204,L35552
1205,L35549
1206,L35349
1207,L35551
1208,L35370
1209,L35258
1210,L35401
1211,L35524
1212,L35427
1213,G46167
1214,G46602
1215,G46176
1216,G46179
1217,G46604
1218,G46185
1219,G46057
1220,G46123
1221,G46605
1222,G46190
1223,G46124
1224,G46195
1225,G46063
1226,W38727
1227,G51085
1228,G01074
1229,G01237
1230,L71813
1231,L71973
1232,L70751
1233,L70815
1234,L70675
1235,L71951
1236,W87122
1237,W84752
1238,G03607
1239,L73848
1240,L74403
1241,L09443
1242,L03299
1243,L03601
1244,L04445
1245,L72804
1246,L04597
1247,L02823
1248,L35580
1249,G46757
1250,G46518
1251,G46311
1252,G46642
1253,G46758
1254,G46317
1255,G46646
1256,G46323
1257,G46652
1258,G46760
1259,G46659
1260,G46329
1261,G46121
1262,G48349
1263,G49331
1264,G49217
1265,W85061
1266,W81043
1267,W37107
1268,W34090
1269,W35494
1270,W34086
1271,W37112
1272,W38764
1273,W34093
1274,W35486
1275,W35667
1276,W37104
1277,W35499
1278,W34088
1279,W37117
1280,W34097
1281,L71977
1282,W97327
1283,W33024
1284,W34444
1285,W34021
1286,W33877
1287,C20895
1288,P25625
1289,C22328
1290,C20900
1291,C20938
1292,P25420
1293,P25629
1294,C22329
1295,C21006
1296,C22330
1297,G01818
1298,G59334
1299,G51096
1300,G03898
1301,G59308
1302,G59311
1303,G59706
1304,P21058
1305,P20427
1306,P20074
1307,P25908
1308,P25250
1309,P21181
1310,P25338
1311,W83053
1312,L09005
1313,L09453
1314,L09017
1315,L01995
1316,L01991
1317,L09027
1318,L09447
1319,L09013
1320,L09461
1321,L09039
1322,L01999
1323,L09021
1324,L09049
1325,L02005
1326,L03605
1327,L02495
1328,L03613
1329,L05419
1330,L02505
1331,L03621
1332,L02521
1333,L72025
1334,L03629
1335,L72247
1336,L02541
1337,L70125
1338,L72039
1339,L72253
1340,W80045
1341,L09505
1342,P52255
1343,P51954
1344,W36434
1345,W37567
1346,W36438
1347,W36427
1348,W37568
1349,W36444
1350,W36431
1351,W37569
1352,W36448
1353,W36436
1354,L71971
1355,G59417
1356,G59732
1357,G59752
1358,W35669
1359,W35491
1360,W35505
1361,W34091
1362,W34100
1363,W35671
1364,W35497
1365,W35510
1366,W34094
1367,W34105
1368,C22264
1369,C22265
1370,C22266
1371,C22267
1372,C22268
1373,C22269
1374,W35465
1375,W38130
1376,W34621
1377,W35262
1378,W38134
1379,W34622
1380,W81872
1381,W81044
1382,W81045
1383,L30724
1384,L30729
1385,L30727
1386,L30732
1387,L30114
1388,L30736
1389,L30862
1390,L30734
1391,L30740
1392,L30738
1393,L30743
1394,L30742
1395,L30746
1396,L30745
1397,L30748
1398,W36623
1399,W36615
1400,W36629
1401,W36620
1402,W36635
1403,W36626
1404,W36641
1405,W36632
1406,W36647
1407,W36640
1408,W36653
1409,W36644
1410,W36659
1411,W36650
1412,W36665
1413,W36656
1414,W36671
1415,W36662
1416,W36677
1417,W36668
1418,W36683
1419,W37109
1420,W37122
1421,W37114
1422,W37128
1423,W37119
1424,W37134
1425,W37125
1426,W37140
1427,W37131
1428,W37146
1429,W37137
1430,W37152
1431,W37143
1432,W37158
1433,W37149
1434,W37164
1435,W37155
1436,W37170
1437,L63545
1438,L63552
1439,L63556
1440,L63562
1441,L63553
1442,L01707
1443,L07637
1444,L62130
1445,L33255
1446,L33286
1447,L33295
1448,L33611
1449,L33153
1450,C22270
1451,C22271
1452,C22272
1453,C22273
1454,C22274
1455,C22275
1456,C22276
1457,C22277
1458,C22278
1459,C22279
1460,C22280
1461,C22281
1462,C22282
1463,C22283
1464,C22284
1465,C22285
1466,C22286
1467,C22287
1468,C22288
1469,G46198
1470,G46199
1471,G46607
1472,G48351
1473,W87363
1474,L05643
1475,L06515
1476,L06487
1477,L05683
1478,P25339
1479,P20820
1480,P25341
1481,G46665
1482,L63244
1483,G59577
1484,G59602
1485,G59631
1486,G59656
1487,G59680
1488,G03250
1489,G03052
1490,G03252
1491,G03061
1492,G03254
1493,G03069
1494,G03257
1495,G03078
1496,G03073
1497,G03087
1498,G03082
1499,G03096
1500,G03091
1501,G03106
1502,G03102
1503,G03117
1504,G03111
1505,G03129
1506,G03122
1507,G03140
1508,G03135
1509,L09465
1510,L09033
1511,L09469
1512,L09455
1513,L09043
1514,L09055
1515,L09059
1516,L09065
1517,L09071
1518,L09077
1519,L09083
1520,L09089
1521,H13580
1522,P25635
1523,P25427
1524,P25639
1525,P25431
1526,P25645
1527,P25438
1528,C21008
1529,P25649
1530,P25442
1531,P25655
1532,P25449
1533,V39788
1534,P25660
1535,C27843
1536,P25667
1537,P25461
1538,P25672
1539,G48458
1540,L05107
1541,L05139
1542,L05145
1543,L02627
1544,L03529
1545,L02641
1546,L03533
1547,L02647
1548,L03537
1549,L02661
1550,L03541
1551,L02669
1552,L61757
1553,L61778
1554,L61975
1555,L61784
1556,L61790
1557,L61799
1558,L61796
1559,L61806
1560,L61802
1561,L61813
1562,L61809
1563,L61820
1564,L61816
1565,C22263
1566,W35502
1567,W35516
1568,W34098
1569,L70835
1570,L70894
1571,L70807
1572,L70912
1573,L70869
1574,L70974
1575,L70936
1576,L71044
1577,L71002
1578,L71082
1579,L71060
1580,L71119
1581,L71094
1582,L71151
1583,L71131
1584,W39467
1585,W38854
1586,W36605
1587,L02483
1588,L03609
1589,L02499
1590,L03617
1591,L02513
1592,L03625
1593,L02529
1594,L03633
1595,L02545
1596,L07449
1597,L70137
1598,L07455
1599,W38842
1600,W36916
1601,W37750
1602,W37588
1603,W35795
1604,G45898
1605,P20748
1606,P20818
1607,P20751
1608,P20822
1609,P20754
1610,P25221
1611,P20834
1612,P25222
1613,P20838
1614,P25223
1615,P20848
1616,P20855
1617,P25232
1618,P20861
1619,L33231
1620,G03032
1621,G03935
1622,L74707
1623,W83365
1624,W36599
1625,W36454
1626,W36441
1627,W36458
1628,W36446
1629,W38132
1630,W38140
1631,W38137
1632,W34624
1633,W38144
1634,W38142
1635,W37888
1636,L05711
1637,G46775
1638,G46776
1639,W34109
1640,L03545
1641,L04607
1642,L04913
1643,L03639
1644,L04177
1645,L04455
1646,L04433
1647,L04699
1648,L04603
1649,L04203
1650,L04615
1651,L04711
1652,L04633
1653,L04449
1654,L04497
1655,L04731
1656,L04215
1657,L04457
1658,L04625
1659,L04749
1660,P25269
1661,P25241
1662,P25271
1663,P21005
1664,P25243
1665,P25273
1666,P20589
1667,P25245
1668,P25275
1669,P21008
1670,P25277
1671,P20591
1672,P25279
1673,P25281
1674,P21011
1675,P25283
1676,P20593
1677,P21113
1678,W36689
1679,W87124
1680,W87128
1681,W87131
1682,W82245
1683,W87135
1684,W82073
1685,W87140
1686,W82075
1687,W87144
1688,W83995
1689,W82080
1690,C22346
1691,P28012
1692,C21181
1693,P28598
1694,C20220
1695,P25340
1696,P20825
1697,P20827
1698,P25224
1699,P25225
1700,G00111
1701,W85678
1702,W86899
1703,W80852
1704,G46334
1705,G46338
1706,G46671
1707,G46341
1708,L63750
1709,L63752
1710,L63754
1711,L63756
1712,L63758
1713,W36464
1714,W36468
1715,W36451
1716,W36474
1717,W36456
1718,W36478
1719,W38725
1720,W36010
1721,W36019
1722,W36013
1723,W36024
1724,W39851
1725,W36017
1726,W36028
1727,W36021
1728,W39853
1729,W36026
1730,W36272
1731,W36266
1732,W36278
1733,W36270
1734,W36282
1735,W36275
1736,W36288
1737,W36280
1738,W36292
1739,W36285
1740,W36298
1741,G46206
1742,G46209
1743,G46067
1744,G45793
1745,G46214
1746,G46073
1747,G46217
1748,G45800
1749,G46221
1750,G45803
1751,W85654
1752,W82252
1753,W82085
1754,W84000
1755,W82090
1756,W87382
1757,W82095
1758,W84010
1759,W82100
1760,W84015
1761,W82105
1762,W35997
1763,W36810
1764,W35788
1765,W35801
1766,W35999
1767,W35792
1768,W36000
1769,W36001
1770,W36003
1771,W35798
1772,W36005
1773,W35159
1774,W36007
1775,W35804
1776,W35817
1777,W36009
1778,W35809
1779,W35823
1780,W35814
1781,W35829
1782,W35820
1783,G00088
1784,G00135
1785,L61638
1786,L30750
1787,L02687
1788,W38115
1789,W39498
1790,W39503
1791,G51039
1792,G00731
1793,P20429
1794,L63760
1795,L63762
1796,L63764
1797,L63766
1798,L63768
1799,L63770
1800,L63773
1801,L63776
1802,L63779
1803,L63782
1804,L63785
1805,L63788
1806,L63791
1807,L63794
1808,L63797
1809,L63800
1810,L63803
1811,L63806
1812,L63809
1813,L63812
1814,W36461
1815,W36484
1816,W36466
1817,W36488
1818,W36471
1819,W36494
1820,W36476
1821,W36498
1822,W36481
1823,W36504
1824,W36486
1825,W35835
1826,W87206
1827,W87195
1828,W82926
1829,W82862
1830,W82670
1831,W82868
1832,W82679
1833,W82874
1834,W82688
1835,W82880
1836,W87196
1837,W87207
1838,W82704
1839,L30315
1840,L30255
1841,L30005
1842,L68971
1843,G48402
1844,W81845
1845,W80875
1846,W83390
1847,W81487
1848,W81500
1849,W82948
1850,W83400
1851,W81512
1852,W83405
1853,W81525
1854,W83411
1855,V35779
1856,P25405
1857,V35742
1858,V35780
1859,V35743
1860,V35781
1861,V35744
1862,V35782
1863,V35745
1864,V35783
1865,V35746
1866,V35784
1867,V35747
1868,V35785
1869,G59771
1870,G59791
1871,G58684
1872,P28604
1873,P28610
1874,P28040
1875,P28616
1876,P28047
1877,P28622
1878,L61641
1879,P25251
1880,W82928
1881,W82939
1882,W80870
1883,L30342
1884,L30348
1885,L30354
1886,L30091
1887,L30366
1888,L30339
1889,L30372
1890,L30378
1891,L30345
1892,L30384
1893,L30390
1894,L30351
1895,L30396
1896,L30357
1897,L30402
1898,L30363
1899,L30408
1900,L30369
1901,W38088
1902,W36913
1903,W36917
1904,W36920
1905,W36925
1906,C21003
1907,C22332
1908,C20939
1909,C20903
1910,C21007
1911,C20941
1912,C20904
1913,C22340
1914,C20943
1915,C20905
1916,C20944
1917,C20945
1918,C20906
1919,P45675
1920,P47579
1921,P46257
1922,P46188
1923,P46190
1924,P47567
1925,P47613
1926,P47576
1927,W36419
1928,W37303
1929,W88132
1930,W80001
1931,W86944
1932,W83379
1933,W81538
1934,W81551
1935,P28005
1936,P28628
1937,P28054
1938,P28634
1939,P28061
1940,P28640
1941,P28068
1942,P28646
1943,P28075
1944,P28652
1945,P28082
1946,P28658
1947,P28089
1948,W36302
1949,P45852
1950,P45855
1951,W86000
1952,W80839
1953,W86900
1954,W80724
1955,W86922
1956,W86905
1957,W86925
1958,W80631
1959,W86926
1960,W80633
1961,W86929
1962,W83416
1963,C20940
1964,C20947
1965,C20907
1966,C20949
1967,C20908
1968,C20951
1969,C20909
1970,C22662
1971,W37884
1972,W37886
1973,W38396
1974,W33875
1975,W33878
1976,P45858
1977,P45861
1978,P45864
1979,P45867
1980,P45870
1981,P45873
1982,P45876
1983,P45879
1984,P45882
1985,P45885
1986,P45888
1987,P45891
1988,P45894
1989,P45897
1990,P45900
1991,P45903
1992,P45906
1993,P45909
1994,P45912
1995,P45915
1996,P45918
1997,P45921
1998,P45924
1999,P25252
2000,P21061
2001,P21062
2002,P20099
2003,P21063
2004,P25258
2005,P25342
2006,P20836
2007,G59389
2008,W35520
2009,W35526
2010,W35508
2011,W35530
2012,W35513
2013,W35536
2014,W35518
2015,W35540
2016,W35523
2017,W35546
2018,W37925
2019,W37931
2020,W37936
2021,W37942
2022,W37927
2023,W37947
2024,W37933
2025,W37953
2026,W37938
2027,W37958
2028,W37944
2029,W37577
2030,W33882
2031,P25285
2032,W80867
2033,W80872
2034,W83396
2035,W80878
2036,W83407
2037,W86948
2038,W83418
2039,W80900
2040,W83429
2041,W80911
2042,W83440
2043,W86953
2044,W83451
2045,W80933
2046,W87322
2047,W34237
2048,W38820
2049,G00682
2050,G02464
2051,G00520
2052,G00734
2053,G01079
2054,G00660
2055,G01608
2056,G01243
2057,W33886
2058,W80178
2059,W87303
2060,W87308
2061,W80884
2062,W83413
